No,中文文件名,文件大小,画面尺寸,视频时长,视频码率,文件路径,文件Root,文件名称
541,省港旗兵【1.2.3.4】, 3.00 GiB,1280 * 720, 1h 29mn,4798 Kbps,省港旗兵2.1987.BluRay.720p.x264.2Audio.AC3-CnSCG,,[省港旗兵2(国粤)]Long.Arm.of.the.Law.2.1987.BluRay.720p.x264.2Audio.AC3-CnSCG[中文字幕3G].mkv
542,省港旗兵【1.2.3.4】, 472 MiB,576 * 304, 1h 47mn,610 Kbps,省港旗兵3,,【更多影片关注微信公众号fsyzy01】3.rmvb
543,省港旗兵【1.2.3.4】, 498 MiB,864 * 464, 1h 44mn,667 Kbps,省港旗兵4,,.mkv
544,硬汉【1.2】, 4.36 GiB,1280 * 576, 1h 35mn,6503 Kbps,Underdog.Knight.2008.BluRay.720P.DTS.x264-CHD,,Underdog.Knight.2008.BluRay.720P.DTS.x264-CHD.mkv
545,硬汉【1.2】, 2.41 GiB,1280 * 720, 1h 25mn,4026 Kbps,硬汉2奉陪到底.2011.国语中字￡CMCT九洲客,,[硬汉2奉陪到底].CHC.He-Man2.2011.HDTV.720p.x264.AC3-CMCT.mkv
546,神雕侠侣【1.2】, 2.66 GiB,1280 * 720, 1h 50mn,3450 Kbps,Saviour.Of.The.Soul.1991.720p.2Audio.x264,,Saviour.Of.The.Soul.1991.720p.2Audio.x264.mkv
547,神雕侠侣【1.2】, 2.41 GiB,1280 * 720, 1h 56mn,2966 Kbps,九二神雕侠侣之痴心情长剑.Saviour.of.the.Soul.II.1992.720P.HDTV.x264.AC3-CNXP,,九二神雕侠侣之痴心情长剑.Saviour.of.the.Soul.II.1992.720P.HDTV.x264.AC3-CNXP.mkv
548,窃听风云【1.2.3】, 4.19 GiB,1280 * 528, 2h 10mn,4588 Kbps,Overheard.3.2014.720P.WEB-DL.x264.AAC-HDWinG,,Overheard.3.2014.720P.WEB-DL.x264.AAC-HDWinG.mkv
549,窃听风云【1.2.3】, 4.37 GiB,1280 * 544, 1h 39mn,6282 Kbps,窃听风云【1.2.3】,,窃听风云.Qie.ting.feng.yun.2009.Bluray.720p.2Audio.x264-CHD.mkv
550,窃听风云【1.2.3】, 7.93 GiB,1280 * 546, 1h 59mn,9505 Kbps,窃听风云【1.2.3】,,窃听风云2.Overheard.2.2011.BluRay.720p.DTS.2Audio.x264-CHD.mkv
551,笑傲江湖【1.2.3】, 5.04 GiB,1920 * 1080, 1h 37mn,7426 Kbps,Swordsman.3.The.East.Is.Red.1993.BD1080P.X264.AAC.Mp4Ba,,笑傲江湖3：东方不败之风云再起.Swordsman.3.The.East.Is.Red.1993.BD1080P.X264.AAC.Cantonese&Mandarin.CHS.Mp4Ba.mp4
552,笑傲江湖【1.2.3】, 3.40 GiB,1280 * 720, 1h 47mn,4529 Kbps,Swordsman.II.1992.BluRay.720p.x264.AC3.2Audios,,Swordsman.II.1992.BluRay.720p.x264.AC3.2Audios.mkv
553,笑傲江湖【1.2.3】, 3.20 GiB,1280 * 720, 1h 57mn,3902 Kbps,The.Swordsman.1990.BluRay.720p.x264.2Audio.AC3-CnSCG,,The.Swordsman.1990.BluRay.720p.x264.2Audio.AC3-CnSCG[3.2G].mkv
554,精装追女仔【1.2.3】, 7.13 GiB,1280 * 720, 1h 41mn,9000 Kbps,The.Romancing.Star.1987.720p.BluRay.x264-WiKi,,The.Romancing.Star.1987.720p.BluRay.x264-WiKi.mkv
555,精装追女仔【1.2.3】, 7.15 GiB,1280 * 720, 1h 37mn,9500 Kbps,The.Romancing.Star.2.1988.720p.BluRay.x264-WiKi,,The.Romancing.Star.2.1988.720p.BluRay.x264-WiKi.mkv
556,精装追女仔【1.2.3】, 7.08 GiB,1280 * 720, 1h 36mn,9500 Kbps,The.Romancing.Star.3.1989.720p.BluRay.x264-WiKi,,The.Romancing.Star.3.1989.720p.BluRay.x264-WiKi.mkv
557,老虎出更【1.2】, 1.41 GiB,720 * 384, 1h 30mn,2245 Kbps,南方娱乐（bbs.nfyl.net).老虎出更2.Tiger.on.the.Beat.II.1990.DVDRip.X264.AC3-NFYL,,南方娱乐（bbs.nfyl.net).老虎出更2.Tiger.on.the.Beat.II.1990.DVDRip.X264.AC3-NFYL.mkv
558,老虎出更【1.2】, 4.37 GiB,1280 * 690, 1h 32mn,6735 Kbps,老虎出更.Tiger.On.Beat.1988.BluRay.720p.AC3.2Audio.x264-CHD,,Tiger.On.Beat.1988.BluRay.720p.AC3.2Audio.x264-CHD.mkv
559,至尊无上【1.2】, 296 MiB,800 * 432, 45mn 41s,901 Kbps,[2010.01.27]至尊无上II之永霸天下(数码修复版)[1991年中国香港动作][国粤双语]（帝国出品）,,影视帝国(bbs.cnxp.com).至尊无上II之永霸天下（国语）CD1.Casino.Raiders.II.1993.DVD-RMVB.rmvb
560,至尊无上【1.2】, 297 MiB,800 * 432, 45mn 35s,905 Kbps,[2010.01.27]至尊无上II之永霸天下(数码修复版)[1991年中国香港动作][国粤双语]（帝国出品）,,影视帝国(bbs.cnxp.com).至尊无上II之永霸天下（国语）CD2.Casino.Raiders.II.1993.DVD-RMVB.rmvb
561,至尊无上【1.2】, 3.47 GiB,1280 * 720, 2h 4mn,3972 Kbps,至尊无上.1989.国粤双语.简繁中字￡CMCT主教,,[至尊无上].Casino.Raiders.1989.BluRay.720p.x264.FLAC.2Audios-CMCT.mkv
562,英雄本色【1.2.3】, 5.01 GiB,1280 * 716, 1h 35mn,7529 Kbps,A.Better.Tomorrow.1986.BluRay.720p.DTS.2Audio.x264-CHD,,A.Better.Tomorrow.1986.BluRay.720p.DTS.2Audio.x264-CHD.mkv
563,英雄本色【1.2.3】, 5.51 GiB,1280 * 678, 1h 44mn,7567 Kbps,A.Better.Tomorrow.2.1987.BluRay.720p.DTS.2Audio.x264-CHD,,A.Better.Tomorrow.2.1987.BluRay.720p.DTS.2Audio.x264-CHD.mkv
564,英雄本色【1.2.3】, 6.01 GiB,1280 * 678, 1h 59mn,7222 Kbps,A.Better.Tomorrow.3.1989.BluRay.720p.DTS.2Audio.x264-CHD,,A.Better.Tomorrow.3.1989.BluRay.720p.DTS.2Audio.x264-CHD.mkv
565,警察故事【1.2.3.4.5.6】, 4.36 GiB,1280 * 528, 1h 23mn,7449 Kbps,Jackie.Chans.First.Strike.1996.DUBBED.720p.BluRay.x264-SADPANDA[rarbg],,Jackie.Chans.First.Strike.1996.DUBBED.720p.BluRay.x264-SADPANDA.mkv
566,警察故事【1.2.3.4.5.6】, 5.74 GiB,1280 * 544, 1h 50mn,7459 Kbps,Police.Story.2013.720p.BluRay.DTS.x264-PublicHD,,Police.Story.2013.720p.BluRay.DTS.x264-PublicHD.mkv
567,警察故事【1.2.3.4.5.6】, 4.37 GiB,1280 * 542, 1h 35mn,6518 Kbps,Police.Story.Ⅲ.1992.BluRay.720p.AC3.2Audio.x264-CHD,,Police.Story.Ⅲ.1992.BluRay.720p.AC3.2Audio.x264-CHD.mkv
568,警察故事【1.2.3.4.5.6】, 4.36 GiB,1280 * 546, 1h 39mn,6249 Kbps,警察故事.Police.Story.1985.BluRay.720p.AC3.2Audio.x264-CHD,,Police.Story.1985.BluRay.720p.AC3.2Audio.x264-CHD.mkv
569,警察故事【1.2.3.4.5.6】, 6.53 GiB,1280 * 542, 2h 1mn,7703 Kbps,警察故事2.Police.Story.Ⅱ.1988.BluRay.720p.DTS.2Audio.x264-CHD,,警察故事2.Police.Story.Ⅱ.1988.BluRay.720p.DTS.2Audio.x264-CHD.mkv
570,警察故事【1.2.3.4.5.6】, 4.37 GiB,1280 * 560, 2h 2mn,5096 Kbps,警察故事新警察故事.New Police Story 2004 BluRay 720p x264 DTS-WiKi,,警察故事新警察故事.New Police Story 2004 BluRay 720p x264 DTS-WiKi.mkv
571,赌侠【1.2.3】, 5.39 GiB,1280 * 704, 2h 5mn,6136 Kbps,God.Of.Gamblers.1989.720p.HDTV.2Audio.DD2.0.x264-th71@beAst,,God.Of.Gamblers.1989.720p.HDTV.2Audio.DD2.0.x264-th71@beAst.mkv
572,赌侠【1.2.3】, 2.19 GiB,1280 * 720, 1h 44mn,2986 Kbps,赌侠.God.of.Gamblers.II.1991.Bluray.720p.x265.AAC-2KBT,,赌侠.God.of.Gamblers.II.1991.Bluray.720p.x265.AAC-2KBT.mkv
573,赌侠【1.2.3】, 2.66 GiB,1280 * 720, 1h 56mn,3261 Kbps,赌侠2：上海滩赌圣.God.of.Gamblers.III.1991.BD720P.X264.AAC.Cantonese&Mandarin.CHS.Mp4Ba,,赌侠2：上海滩赌圣.God.of.Gamblers.III.1991.BD720P.X264.AAC.Cantonese&Mandarin.CHS.Mp4Ba.mp4
574,赌圣【1.2.3.4】, 395 MiB,640 * 352, 1h 37mn,569 Kbps,[赌圣3之无名小子].My.Name.is.Nobody.2000.DVD9.X264.2Audio.AAC.HALFCD-NORM,,[赌圣3之无名小子].My.Name.is.Nobody.2000.DVD9.X264.2Audio.AAC.HALFCD-NORM[www.ed2kers.com].mkv
575,赌圣【1.2.3.4】, 1.46 GiB,1280 * 692, 1h 40mn,2070 Kbps,赌圣.All.for.the.Winner.1990.UpScaled.DVDRip.x264.AC3-SILI,,All.for.the.Winner.1990.UpScaled.DVDRip.x264.AC3-SILI.mkv
576,赌圣【1.2.3.4】, 4.45 GiB,1280 * 720, 1h 38mn,6451 Kbps,赌圣2之街头赌圣.Star-Movie.HD.The.Saint.of.Gamblers.1995.720p.HDTV.x264-CMCTV,,Star-Movie.HD.The.Saint.of.Gamblers.1995.720p.HDTV.x264-CMCTV.mkv
577,赌圣【1.2.3.4】, 1.59 GiB,852 * 480, 1h 30mn,2515 Kbps,赌霸.1991.The.Top.Bet.1991.DVDRip.X264.AC3-NFYL,,南方娱乐（bbs.nfyl.net).赌霸.The.Top.Bet.1991.DVDRip.X264.AC3-NFYL.mkv
578,赌城大亨【1.2】, 700 MiB,704 * 464, 52mn 7s,1878 Kbps,赌城大亨II之至尊无敌@中国影视论坛@yxj5826,,zy-ctycoon2-cd1.mkv
579,赌城大亨【1.2】, 698 MiB,704 * 464, 55mn 13s,1768 Kbps,赌城大亨II之至尊无敌@中国影视论坛@yxj5826,,zy-ctycoon2-cd2.mkv
580,赌城大亨【1.2】, 702 MiB,704 * 464, 59mn 56s,1637 Kbps,赌城大亨之新哥传奇.Casino.Tycoon.1992.R3.SB.DVDRip,,zy-ctycoon-cd1.mkv
581,赌城大亨【1.2】, 699 MiB,704 * 464, 1h 4mn,1514 Kbps,赌城大亨之新哥传奇.Casino.Tycoon.1992.R3.SB.DVDRip,,zy-ctycoon-cd2.mkv
582,赌神【1.2.3】, 3.00 GiB,848 * 480, 2h 4mn,3453 Kbps,赌神【1.2.3】,,[赌神2].God.of.Gamblers.Return.1994.DVDRip.x264.AC3.2Audios-CMCT.mkv
583,赌神【1.2.3】, 2.20 GiB,848 * 466, 1h 42mn,3075 Kbps,赌神【1.2.3】,,[赌神3之少年赌神].God.of.Gamblers.3.The.Early.Stage.1996.DVDRip.x264.AC3.2Audios-CMCT.mkv
584,赌神【1.2.3】, 3.00 GiB,848 * 480, 2h 5mn,3411 Kbps,赌神【1.2.3】,,[赌神].God.of.Gamblers.1989.DVDRip.x264.AC3.2Audios-CMCT.mkv
585,赤壁【1.2】, 3.90 GiB,1280 * 720, 2h 25mn,3844 Kbps,赤壁【1.2】,,赤壁(上).Red.Cliff.Part.I.2008.BluRay.720p.x264.AC3-CnSCG[国语中字3.9G].mkv
586,赤壁【1.2】, 3.90 GiB,1280 * 720, 2h 21mn,3953 Kbps,赤壁【1.2】,,赤壁(下).Red.Cliff.Part.II.2009.BluRay.720p.x264.AC3-CnSCG[国语中字3.9G].mkv
587,逃学威龙【1.2.3】, 6.56 GiB,1280 * 720, 1h 40mn,9300 Kbps,Fight.Back.to.School.1991.720p.BluRay.x264-WiKi,,Fight.Back.to.School.1991.720p.BluRay.x264-WiKi.mkv
588,逃学威龙【1.2.3】, 6.56 GiB,1280 * 720, 1h 38mn,9538 Kbps,Fight.Back.to.School.II.1992.720p.BluRay.x264-WiKi,,Fight.Back.to.School.II.1992.720p.BluRay.x264-WiKi.mkv
589,逃学威龙【1.2.3】, 6.56 GiB,1280 * 720, 1h 29mn,9386 Kbps,Fight.Back.to.School.III.1993.720p.BluRay.x264-WiKi,,Fight.Back.to.School.III.1993.720p.BluRay.x264-WiKi.mkv
590,醉拳【1.2.3】, 2.97 GiB,1280 * 720, 1h 51mn,3822 Kbps,醉拳【1.2.3】,,Drunken.Master.1978.HDTV.720p.x264.2Audio.AC3-CnSCG.mkv
591,醉拳【1.2.3】, 2.71 GiB,1280 * 720, 1h 42mn,3782 Kbps,醉拳【1.2.3】,,Drunken.Master.II.1994.BluRay.720p.x264.2Audio.AC3-CnSCG.mkv
592,醉拳【1.2.3】, 1.44 GiB,1920 * 1080, 1h 24mn,2452 Kbps,醉拳【1.2.3】,,南方娱乐（bbs.nfyl.net).醉拳3Jui kuen III.MKV
593,金枝玉叶【1.2】, 1.41 GiB,720 * 400, 1h 45mn,1912 Kbps,He's.a.Woman,.She's.a.Man.1994.DVDRip.X264.AAC,,金枝玉叶1.【微博@电影瘾力】Whos.The.Woman.Whos.The.Man.1.1994.DVDRip.2Audio.X264.AAC.mkv
594,金枝玉叶【1.2】, 3.50 GiB,1280 * 720, 1h 49mn,4562 Kbps,[金枝玉叶2]Who's.the.Woman.Who's.the.Man.1996.BluRay.720p.x264.2Audio.AC3-CnSCG,,[金枝玉叶2]Who's.the.Woman.Who's.the.Man.1996.BluRay.720p.x264.2Audio.AC3-CnSCG.mkv
595,霸王花【1.2.3.4.5】, 1.39 GiB,720 * 480, 1h 32mn,2149 Kbps,横冲直撞火凤凰.1990,,横冲直撞火凤凰.mkv
596,霸王花【1.2.3.4.5】, 2.40 GiB,1280 * 688, 1h 35mn,3607 Kbps,霸王花.The.Inspector.Wear.Skirts.1988.BluRay.720p.x264.AC3.2Audios-CMCT,,[霸王花].The.Inspector.Wear.Skirts.1988.BluRay.720p.x264.AC3.2Audios-CMCT.mkv
597,霸王花【1.2.3.4.5】, 1.36 GiB,720 * 496, 1h 32mn,2105 Kbps,霸王花2神勇飞虎霸王花.The.Inspector.Wears.Skirts.II.1989.DVDrip.x264.AC3.2Audios-CMCT,,[霸王花2神勇飞虎霸王花(国粤双语)].The.Inspector.Wears.Skirts.II.1989.DVDrip.x264.AC3.2Audios-CMCT.mkv
598,霸王花【1.2.3.4.5】, 2.13 GiB,1280 * 720, 1h 36mn,3167 Kbps,霸王花3.The Inspector Wears Skirts III 1990,,南方娱乐（bbs.nfyl.net).霸王花3The Inspector Wears Skirts III 1990.mkv
599,霸王花【1.2.3.4.5】, 600 MiB,720 * 400, 1h 34mn,884 Kbps,霸王花遇鬼5.Who.Cares.1991.DVDRip.HALFCD.2Audios-edit110,,霸王花遇鬼5(关人鬼事).Who.Cares.1991.DVDRip.HALFCD.2Audios-edit110.mkv
600,非诚勿扰【1.2】, 4.37 GiB,1280 * 544, 2h 5mn,4998 Kbps,非诚勿扰.If.You.Are.The.One.2008.720p.Bluray.x264-CROWN,,if.you.are.the.one.2008.bluray.720p.x264-crown.mkv
601,非诚勿扰【1.2】, 6.53 GiB,1280 * 544, 2h 2mn,7620 Kbps,非诚勿扰.If.You.Are.The.One.2010.720p.Bluray.x264-CROWN,,非诚勿扰2.If.You.Are.The.One.II.国语.2010.720p.mkv
602,飞鹰计划【1.2】, 4.36 GiB,1280 * 536, 1h 46mn,5848 Kbps,飞鹰计划.Armour.Of.God.II.1991.BluRay.720p.AC3.2Audio.x264-CHD,,Armour.Of.God.II.1991.BluRay.720p.AC3.2Audio.x264-CHD.mkv
603,飞鹰计划【1.2】, 5.01 GiB,1280 * 692, 1h 37mn,7324 Kbps,龙兄虎弟.Armour.of.God.1986.BluRay.720p.DTS.2Audio.x264-CHD,,Armour.of.God.1986.BluRay.720p.DTS.2Audio.x264-CHD.mkv
604,鬼打鬼【1.2】, 2.00 GiB,704 * 544, 1h 34mn,3018 Kbps,鬼咬鬼2.Encounter.of.the.Spooky.Kind.2.1990.DVDRip.x264.AC3.2Audios-CMCT,,[鬼咬鬼2(国粤双语)].Encounter.of.the.Spooky.Kind.2.1990.DVDRip.x264.AC3.2Audios-CMCT.mkv
605,鬼打鬼【1.2】, 3.30 GiB,1280 * 720, 1h 42mn,4602 Kbps,鬼打鬼.Spooky.Encounters.1980.BluRay.720p.x264.AC3.2Audios-CMCT,,[鬼打鬼].Spooky.Encounters.1980.BluRay.720p.x264.AC3.2Audios-CMCT.mkv
606,鹿鼎记【1.2】, 6.56 GiB,1280 * 678, 1h 50mn,8527 Kbps,Royal.Tramp.720p.1992.BluRay.x264-WiKi,,Royal.Tramp.720p.1992.BluRay.x264-WiKi.mkv
607,鹿鼎记【1.2】, 4.37 GiB,1280 * 680, 1h 37mn,6410 Kbps,Royal.Tramp.II.1992.720p.BluRay.x264-WiKi,,Royal.Tramp.II.1992.720p.BluRay.x264-WiKi.mkv
608,黄飞鸿【李连杰1.2.3.4.5】, 2.80 GiB,1280 * 720, 2h 13mn,2991 Kbps,黄飞鸿之壮志凌云.Once.Upon.A.Time.In.China.1991.BluRay.720p.x264.AC3-CMCT,,黄飞鸿之壮志凌云.Once.Upon.A.Time.In.China.1991.BluRay.720p.x264.AC3-CMCT.mkv
609,黄飞鸿【李连杰1.2.3.4.5】, 2.80 GiB,1280 * 720, 1h 51mn,3602 Kbps,黄飞鸿之狮王争霸.Once.Upon.A.Time.In.China.1993.BluRay.720p.x264.AC3-CMCT,,黄飞鸿之狮王争霸.Once.Upon.A.Time.In.China.1993.BluRay.720p.x264.AC3-CMCT.mkv
610,黄飞鸿【李连杰1.2.3.4.5】, 2.80 GiB,1280 * 720, 1h 52mn,3570 Kbps,黄飞鸿之男儿当自强.Once.Upon.A.Time.In.China.1992.BluRay.720p.x264.AC3-CMCT,,黄飞鸿之男儿当自强.Once.Upon.A.Time.In.China.1992.BluRay.720p.x264.AC3-CMCT.mkv
611,黄飞鸿【李连杰1.2.3.4.5】, 5.01 GiB,1280 * 538, 1h 39mn,7236 Kbps,黄飞鸿之西域雄狮.Once.Upon.A.Time.In.China.And.America.1997.BluRay.720p.AC3.2Audio.x264-CHD,,Once.Upon.A.Time.In.China.And.America.1997.BluRay.720p.AC3.2Audio.x264-CHD.mkv
612,黄飞鸿【李连杰1.2.3.4.5】, 2.97 GiB,1280 * 720, 1h 50mn,3849 Kbps,黄飞鸿之铁鸡斗蜈蚣.Last.Hero.in.China.1993.BluRay.720p.x264.2Audio.AC3-CnSCG,,Last.Hero.in.China.1993.BluRay.720p.x264.2Audio.AC3-CnSCG.mkv
613,黑侠【1.2】, 2.80 GiB,1280 * 720, 1h 39mn,4028 Kbps,黑侠.Black.Mask.1996.BluRay.720p.x264.AC3.2Audios-CMCT,,[黑侠].Black.Mask.1996.BluRay.720p.x264.AC3.2Audios-CMCT.mkv
614,黑侠【1.2】, 2.60 GiB,1280 * 720, 1h 42mn,3629 Kbps,黑侠.Black.Mask.II.City.of.Masks.2002.BluRay.720p.x264.AC3-CMCT,,[黑侠2(粤英双语)].Black.Mask.II.City.of.Masks.2002.BluRay.720p.x264.AC3-CMCT.mkv
615,黑猫【1.2】, 1.74 GiB,720 * 390, 1h 27mn,2857 Kbps,黑猫【1.2】,,[黑猫2：刺杀叶利钦].Black.Cat.Ⅱ.1992.DVDRip.x264-10bit.AC3.2Audios-CMCT.mkv
616,黑猫【1.2】, 1.72 GiB,720 * 404, 1h 32mn,2680 Kbps,黑猫【1.2】,,[黑猫].Black.Cat.1991.DVDRip.x264-10bit.AC3.2Audios-CMCT.mkv
